id,Name (Institution or Individual),Startups,Investment Lists,LinkedIn Profile,Company (from Associated Startups),Investor Type,Startup Count,Contacts,Name (from Contacts),Notes
rec3cKqLxKyJibkv3,Blake Courter,"['recxhL1LwIanxkUbp', 'recd4D9BVpunqKhpw']","['Design Intelligence (CAD)', 'Design Intelligence (CAD)']",,"['nTop', 'Shapr3D']",Individual,2,,,
recmbpuOvQ2dbWtY9,ScOp VC,"['rec8q5Gbe38rLHbrd', 'rec3sd3177dRW6TWr']","['SW+HW=Innovation (Robotics, Drones)', 'Design Intelligence (CAD)']",,"['Ewake', 'ChipAgents']",Individual,2,,,
rec2XVTl23tbd0c9w,Xpreneurs,"['rec46xGNtqh5GIbQa', 'reczoWylgWfjCw76k']","['Factory Futures (MES, IIOT)', 'Design Intelligence (CAD)']",,"['Castor (filed for bankruptcy in 2025)', 'Zephyra']",Institutional Investors,2,,,
rec3uYrBrdCdheJS0,Prime Movers Lab,"['rec1hrXgdMxRL0oqE', 'rectu4vqZJRrWGAhC']","['Knowledge Engineering (R&D, Learning)', 'SW+HW=Innovation (Robotics, Drones)']",,"['polySpectra (neThing.xyz)', 'Fort Robotics']",Individual,2,,,
recDvkDQDHkNWtZCs,Project A Ventures,"['rec6N4HoEmigpoSvS', 'recmTm2ReTxcWAB6r']","['Factory Futures (MES, IIOT)', 'SW+HW=Innovation (Robotics, Drones)']",,"['Quix', 'ARX Robotics']",VC Fund,2,,,
recI6HOYk2DLYijfY,Innovestor,"['rec5z3dcqqSujiWKu', 'rec93Q9yUdSYQzfOG']","['Augmented Operations (MOM, CMMS, AR/VR, SLM)', 'Bleeding Edge BIM (AEC/BIM)']",,"['Green Factory AI', 'Make a BIM']",Institutional Investors,2,,,
recK4kcMRtz1aao4A,Teemu Jokinen,"['rec28SOjjteSQr185', 'rec93Q9yUdSYQzfOG']","['Extreme Analysis (CAE, CFD, FEA, QC)', 'Bleeding Edge BIM (AEC/BIM)']",,"['Quanscient', 'Make a BIM']",Individual,2,,,
recLYCVEOpMndE0my,Human Capital,"['rec2QZQEyHoyAspgF', 'reccyqLGDAvuXeV2X']","['Augmented Operations (MOM, CMMS, AR/VR, SLM)', 'Factory Futures (MES, IIOT)']",,"['Zelos Cloud', 'Nominal']",Institutional Investors,2,,,
recOaYS80r6ypXokc,Suffolk Technologies,"['rec5uzaox6Nhg9WAb', 'reccELku3wNS3clUP']","['Bleeding Edge BIM (AEC/BIM)', 'Bleeding Edge BIM (AEC/BIM)']",,"['Nyfty.ai', 'AirWorks']",Individual,2,,,
recRLWOeFXTGSmqPH,Myriad Venture Partners,"['rec46xGNtqh5GIbQa', 'rec3pSBeGF0DFKOEw']","['Factory Futures (MES, IIOT)', 'Augmented Operations (MOM, CMMS, AR/VR, SLM)']",,"['Castor (filed for bankruptcy in 2025)', 'CVector']",VC Fund,2,,,
recSLmYTZU3gMH1Ki,Monta Vista Capital,"['rec6RNto3co791W0G', 'recjXw5dW1RqIvyyx']","['Extreme Analysis (CAE, CFD, FEA, QC)', 'Bleeding Edge BIM (AEC/BIM)']",,"['BQP', 'Track3D']",Institutional Investors,2,,,
recVAHkiHb3nSLDmM,Applied Materials,"['rec30mNzF0ceoy5A2', 'recI2fwxWSPbBTVQZ']","['Extreme Analysis (CAE, CFD, FEA, QC)', 'Extreme Analysis (CAE, CFD, FEA, QC)']",,"['PhysicsX', 'Rescale']",Individual,2,,,
recY8hJwpGYVRMEw4,Vento,"['rec5ISfQqNHsx05RF', 'recvibCYgUzpZed2w']","['SW+HW=Innovation (Robotics, Drones)', 'Design Intelligence (CAD)']",,"['Toolhouse.Build', 'Poelis']",Institutional Investors,2,,,
receFFXe2y067bOor,Radius Capital,"['rec30mNzF0ceoy5A2', 'recFnkq87DXMSvRkE']","['Extreme Analysis (CAE, CFD, FEA, QC)', 'Design Intelligence (CAD)']",,"['PhysicsX', 'C-Infinity']",Institutional Investors,2,,,
recpLXBhZgwOJlgy2,Evonik Venture Capital,"['rec46xGNtqh5GIbQa', 'reczjzXYBgUGpdPXn']","['Factory Futures (MES, IIOT)', 'Cognitive Thread (PLM, MBSE, DT)']",,"['Castor (filed for bankruptcy in 2025)', 'Citrine Informatics']",VC Fund,2,,,
recrKlLbXjtiikcW4,Chris Schagen,"['rec6N4HoEmigpoSvS', 'recLM8Lu34emUSmwq']","['Factory Futures (MES, IIOT)', 'Cognitive Thread (PLM, MBSE, DT)']",,"['Quix', 'DGG - The 3D Pipeline Company']",Individual,2,,,
rectS5Zo4wsfZo2Jo,LIBERSET,"['rec0erZ9yLQ9dkxUq', 'recC3glzLeOAPma5v']","['Bleeding Edge BIM (AEC/BIM)', 'Design Intelligence (CAD)']",,"['ORIS Connect', 'NexCAD']",Institutional Investors,2,,,
recubCl4cjxIqiCWT,The Engine,"['rec3858RhxkzPlxyn', 'recUKS2KAJqrCB4zk']","['Design Intelligence (CAD)', 'Design Intelligence (CAD)']",,"['MorphoAI', 'Reynko']",Individual,2,,,
recxjykabb41MP1wp,Glasswing Ventures,"['rec5nixfNkgLmUi8W', 'recVqn8f7uNVGdq6l']","['Design Intelligence (CAD)', 'Factory Futures (MES, IIOT)']",,"['Common Sense Machines', 'BaseTwo']",VC Fund,2,,,
recyW6Tqd45d7t99A,TAU Ventures,"['rec46xGNtqh5GIbQa', 'recrjKdXNbU8jaVIl']","['Factory Futures (MES, IIOT)', 'Bleeding Edge BIM (AEC/BIM)']",,"['Castor (filed for bankruptcy in 2025)', 'Revizto']",VC Fund,2,,,
rec1OIAb7G8iwADzy,Samsung Ventures,"['rec8Km9DgdcmOLX2p', 'recdAkJS5ou96QoCb']","['Design Intelligence (CAD)', 'Cognitive Thread (PLM, MBSE, DT)']",,"['Morphorm', 'Cusp AI']",VC Fund,2,,,
rec1WeKh6d8G38Q5x,Change Ventures,"['rec8MkEa7UfvpkhtN', 'recU4GQXc6B9r4z4w']","['Bleeding Edge BIM (AEC/BIM)', 'Cognitive Thread (PLM, MBSE, DT)']",,"['Giraffe', 'trace.space']",VC Fund,2,,,
rec2XTCmaFNfwpUJH,Hyundai Motor Group,"['rec8Km9DgdcmOLX2p', 'recdAkJS5ou96QoCb']","['Design Intelligence (CAD)', 'Cognitive Thread (PLM, MBSE, DT)']",,"['Morphorm', 'Cusp AI']",Individual,2,,,
rec8aKIFbih7iiED2,HCVC,"['rec8MkEa7UfvpkhtN', 'rechAsitWQGYCSjWN']","['Bleeding Edge BIM (AEC/BIM)', 'Factory Futures (MES, IIOT)']",,"['Giraffe', 'Vitesse Automation']",VC Fund,2,,,
recKfG1CHtUnuhA1G,StartupLab,"['rec7nVTePL9QlWXhQ', 'recRiGOQVr11T6kLg']","['Bleeding Edge BIM (AEC/BIM)', 'Factory Futures (MES, IIOT)']",,"['AnkerDB', 'OTee']",Institutional Investors,2,,,
recNaWr11t77u20GN,Digital Catapult,"['rec6ZiWbsHoZwg5Ys', 'recclqhy1mEeilUHS']","['Extreme Analysis (CAE, CFD, FEA, QC)', 'Adaptive Manufacturing (AM, CAM, CNC)']",,"['Voxshell', 'Productive Machines']",Institutional Investors,2,,,
recPidMCHItmznq4v,TRGR (Technology Readiness Initiative),"['rec8Km9DgdcmOLX2p', 'recI2fwxWSPbBTVQZ']","['Design Intelligence (CAD)', 'Extreme Analysis (CAE, CFD, FEA, QC)']",,"['Morphorm', 'Rescale']",Institutional Investors,2,,,
recUzs5VDUCvBnggn,N47,"['rec6TkBnVySbyjpDS', 'recSVLREj85ksFafe']","['Extreme Analysis (CAE, CFD, FEA, QC)', 'Design Intelligence (CAD)']",,"['Luminary Cloud', 'camfer']",Institutional Investors,2,,,
recY3enmRurwM2SbK,Hasso Plattner Ventures,"['rec7UexZYizzU6iys', 'recb5KSNUNc1KsU26']","['Bleeding Edge BIM (AEC/BIM)', 'Bleeding Edge BIM (AEC/BIM)']",,"['Kenesto', 'Sablono']",VC Fund,2,,,
recYE5WtPvN8RucoX,Tiferes Ventures,"['rec8Km9DgdcmOLX2p', 'recdAkJS5ou96QoCb']","['Design Intelligence (CAD)', 'Cognitive Thread (PLM, MBSE, DT)']",,"['Morphorm', 'Cusp AI']",VC Fund,2,,,
recb97Ga0cac7BFDR,EASME,"['rec7BPd1RqXwEK3Nc', 'recqsUpkI4gSmuy8v']","['Factory Futures (MES, IIOT)', 'Cognitive Thread (PLM, MBSE, DT)']",,"['Barbara', 'Makersite Gmbh']",Institutional Investors,2,,,
receeyEEm15sw7TxB,Giant Ventures,"['rec8Km9DgdcmOLX2p', 'recdAkJS5ou96QoCb']","['Design Intelligence (CAD)', 'Cognitive Thread (PLM, MBSE, DT)']",,"['Morphorm', 'Cusp AI']",VC Fund,2,,,
reciOnqnFcmEWemMD,Panache Ventures,"['rec8lfVfM13eGFRYt', 'recZ86YHSbyTc91Fk']","['Cognitive Thread (PLM, MBSE, DT)', 'SW+HW=Innovation (Robotics, Drones)']",,"['CoLab', 'AON3D']",VC Fund,2,,,
reckKKSr449bhkYey,Connect Ventures,"['rec8q5Gbe38rLHbrd', 'recWv29Y7nVGYGmsI']","['SW+HW=Innovation (Robotics, Drones)', 'Bleeding Edge BIM (AEC/BIM)']",,"['Ewake', 'WorkHero']",VC Fund,2,,,
recnCWT3LIUhyYqSy,Touring Capital,"['rec8Km9DgdcmOLX2p', 'recdAkJS5ou96QoCb']","['Design Intelligence (CAD)', 'Cognitive Thread (PLM, MBSE, DT)']",,"['Morphorm', 'Cusp AI']",Institutional Investors,2,,,
recnDodPa1MLqUamY,Emergent Ventures,"['rec6RNto3co791W0G', 'recHKrJavz3Ad4uhp']","['Extreme Analysis (CAE, CFD, FEA, QC)', 'Augmented Operations (MOM, CMMS, AR/VR, SLM)']",,"['BQP', 'UptimeAI']",VC Fund,2,,,
recwCV0Q73mHcPa2C,K5 Global,"['rec9GKWVbp7wSHbtC', 'reclwEhs74kIaEbdm']","['Extreme Analysis (CAE, CFD, FEA, QC)', 'Adaptive Manufacturing (AM, CAM, CNC)']",,"['Vinci 4D', 'DigiFabster']",Individual,2,,,
reczlloXizHnG9j7Y,Prosus Ventures,"['rec8Km9DgdcmOLX2p', 'recdAkJS5ou96QoCb']","['Design Intelligence (CAD)', 'Cognitive Thread (PLM, MBSE, DT)']",,"['Morphorm', 'Cusp AI']",VC Fund,2,,,
rec87iyzy8G5eG4vN,JLL Spark,"['rec9p9EqFFPkfr4he', 'reczAQLzcfJZNJsoO']","['Bleeding Edge BIM (AEC/BIM)', 'Bleeding Edge BIM (AEC/BIM)']",,"['OpenSpace', 'Reconstruct']",Individual,2,,,
rec8vN5z4KosneZ9E,box group,"['rec9p9EqFFPkfr4he', 'reccyqLGDAvuXeV2X']","['Bleeding Edge BIM (AEC/BIM)', 'Factory Futures (MES, IIOT)']",,"['OpenSpace', 'Nominal']",Institutional Investors,2,,,
rec9zmfPVHRyWmOOu,Picus Capital,"['recCfan9HRU5Cl1Z3', 'recr1AfIDc3742i8i']","['Augmented Operations (MOM, CMMS, AR/VR, SLM)', 'Bleeding Edge BIM (AEC/BIM)']",,"['Tanso', 'Endra']",Institutional Investors,2,,,
recAL3VV7r2emjVtx,Sixth Sense,"['recAP3AgCUIyDBtQB', 'rechoCKwDSxe2G9tK']","['Factory Futures (MES, IIOT)', 'Factory Futures (MES, IIOT)']",,"['Augmentir', 'Flexxbotics']",Individual,2,,,
recB4zWyMAry3ofGC,Craft Ventures,"['recDAhrwASH1Kp6ym', 'recLcHLI6ctm2EU6C']","['Factory Futures (MES, IIOT)', 'Bleeding Edge BIM (AEC/BIM)']",,"['First Resonance', 'GreenLite']",VC Fund,2,,,
recFnzkn4unQvnOCU,Holcim,"['recC3glzLeOAPma5v', 'reco92rfqorVz9zCO']","['Design Intelligence (CAD)', 'Bleeding Edge BIM (AEC/BIM)']",,"['NexCAD', 'Madaster Germany Gmbh']",Institutional Investors,2,,,
recHCN04xN3BkycC4,TRUMPF Venture,"['recBnRO6kZvbsuY88', 'recb3FOUsHyc9vwFh']","['Factory Futures (MES, IIOT)', 'Design Intelligence (CAD)']",,"['3YOURMIND', 'Threedy']",VC Fund,2,,,
recKp1K3QI9k6942n,Atypical Ventures,"['recB3ypVxHUQg6ft7', 'recm5RaTYVFeRTLWN']","['Augmented Operations (MOM, CMMS, AR/VR, SLM)', 'Cognitive Thread (PLM, MBSE, DT)']",,"['Nextmv', 'Duro (acquired by Altium 2025)']",VC Fund,2,,,
recMu0jYPKpLYgi79,Differential Ventures,"['recBRpb6SqVduHjlM', 'recHBrTHvF191zKCE']","['Extreme Analysis (CAE, CFD, FEA, QC)', 'Factory Futures (MES, IIOT)']",,"['Metafold 3D', 'Golioth']",VC Fund,2,,,
recPPZMNdyYdbn1bx,Mirae Asset,"['rec9p9EqFFPkfr4he', 'recESyb3roG7FIDwh']","['Bleeding Edge BIM (AEC/BIM)', 'Design Intelligence (CAD)']",,"['OpenSpace', 'CLO Virtual Fashion']",Individual,2,,,
recXRHgfiUndPH8A3,Goldcrest Capital,"['rec9p9EqFFPkfr4he', 'rec1pUFTPxpd8w2kn']","['Bleeding Edge BIM (AEC/BIM)', 'Design Intelligence (CAD)']",,"['OpenSpace', 'Arena']",Institutional Investors,2,,,
recYQKopR6rLf9cCv,Dynamo Ventures,"['recB3ypVxHUQg6ft7', 'recnVv7Opm5iARmI0']","['Augmented Operations (MOM, CMMS, AR/VR, SLM)', 'Factory Futures (MES, IIOT)']",,"['Nextmv', 'Bonx']",VC Fund,2,,,
reccyUDhcRC3z7GyE,StandUp Ventures,"['recBRpb6SqVduHjlM', 'recl2sHNH1iBtTW8J']","['Extreme Analysis (CAE, CFD, FEA, QC)', 'Factory Futures (MES, IIOT)']",,"['Metafold 3D', 'Acerta']",VC Fund,2,,,
recePlYOAVZu6jJuZ,Capnamic,"['recCfan9HRU5Cl1Z3', 'recO1OdmpqqOAggBw']","['Augmented Operations (MOM, CMMS, AR/VR, SLM)', 'Streamlined Supply Chain (SCM)']",,"['Tanso', 'ContractHero']",Institutional Investors,2,,,
recjjnQhsRPQQ4HGo,another.vc,"['recAGGqJxE2LZGkQ4', 'recAqgjY5clYlryZp']","['Cognitive Thread (PLM, MBSE, DT)', 'SW+HW=Innovation (Robotics, Drones)']",,"['Aletiq', 'Mimic Robotics']",VC Fund,2,,,
recoF81lwXZhSHVgt,Frontier Venture Capital,"['recDAhrwASH1Kp6ym', 'rectETKS0Dpcq47af']","['Factory Futures (MES, IIOT)', 'Cognitive Thread (PLM, MBSE, DT)']",,"['First Resonance', 'Bild']",VC Fund,2,,,
recwO4jNaLDNaEDrD,DI Technology,"['rec9pR44bem4XQCgE', 'recL43YEluUQiUjKs']","['Factory Futures (MES, IIOT)', 'Cognitive Thread (PLM, MBSE, DT)']",,"['Arch Systems', 'CELUS']",Individual,2,,,
recyBQf3VDBuJPc1L,Fika Ventures,"['recDAhrwASH1Kp6ym', 'reciK5FjRB9MBXgpY']","['Factory Futures (MES, IIOT)', 'Streamlined Supply Chain (SCM)']",,"['First Resonance', 'SpecRight']",VC Fund,2,,,
rec0ilYjwYM71bNLc,Amplify Partners,"['recF3gi4Tl5wsPh7K', 'recM90ZDwemYnmoTf']","['Factory Futures (MES, IIOT)', 'Adaptive Manufacturing (AM, CAM, CNC)']",,"['Covariant (acquired by Amazon Robotics in 2024)', 'Dyndrite']",Institutional Investors,2,,,
rec1GrIEFNr7x2CeU,Daniel Darling,"['recEChOxMOcKiVfDH', 'recqL8SeR544BDj5H']","['Augmented Operations (MOM, CMMS, AR/VR, SLM)', 'Design Intelligence (CAD)']",,"['Geminus.ai', 'Drafter']",Individual,2,,,
rec1bKC4XYWxIlimx,UP.Partners,"['recDB28cq9ZJxSPMO', 'recr9Vc8Yrgd2HlJv']","['Extreme Analysis (CAE, CFD, FEA, QC)', 'Design Intelligence (CAD)']",,"['BeyondMath', 'InfinitForm']",Institutional Investors,2,,,
rec3gIdCLwQe1C7HV,Catapult Ventures,"['recFBuNnNTU7JEJGd', 'rechAsitWQGYCSjWN']","['Augmented Operations (MOM, CMMS, AR/VR, SLM)', 'Factory Futures (MES, IIOT)']",,"['Pictorus', 'Vitesse Automation']",VC Fund,2,,,
rec5FrzOGojpJSyzY,Kleiner Perkins Caufield & Byers,"['recG0V8gg3wGEf4mV', 'recdyBD0xEfMJTdFw']","['Adaptive Manufacturing (AM, CAM, CNC)', 'SW+HW=Innovation (Robotics, Drones)']",,"['Desktop Metal (acquired by Nano Dimension in 2025)', 'Lumafield']",Institutional Investors,2,,,
rec5f6zMacOOC00eG,Bee Partners,"['recFnkq87DXMSvRkE', 'recqL8SeR544BDj5H']","['Design Intelligence (CAD)', 'Design Intelligence (CAD)']",,"['C-Infinity', 'Drafter']",Institutional Investors,2,,,
recBMGkb4bf9X4KCf,Marlinspike,"['recFBuNnNTU7JEJGd', 'recua5w9lxPKzA0vr']","['Augmented Operations (MOM, CMMS, AR/VR, SLM)', 'Design Intelligence (CAD)']",,"['Pictorus', 'Hanomi AI']",Institutional Investors,2,,,
recByL4NLnPhbXJxT,Northgate Capital,"['recF3gi4Tl5wsPh7K', 'rectuKApvYcNtWZHa']","['Factory Futures (MES, IIOT)', 'Factory Futures (MES, IIOT)']",,"['Covariant (acquired by Amazon Robotics in 2024)', 'Carbon']",Institutional Investors,2,,,
recCyVmpO7euqUPhn,NASA,"['recDMBQvsiItc5sMu', 'recxa8Osr3LR5dVPJ']","['Extreme Analysis (CAE, CFD, FEA, QC)', 'Design Intelligence (CAD)']",,"['Boltline', 'Novineer']",Institutional Investors,2,,,
recHR5cerVjlTxlOo,S3 Ventures,"['recDc8UA3t1ID7RR0', 'recMTewdnv14V4xxC']","['Streamlined Supply Chain (SCM)', 'Augmented Operations (MOM, CMMS, AR/VR, SLM)']",,"['Sudozi', 'ControlRooms.ai']",VC Fund,2,,,
recHeG2L0NS3A4nOB,La Famiglia,"['recGHV6f1YX5YrTQI', 'recY5fsh3fqYPfjxf']","['Factory Futures (MES, IIOT)', 'Cognitive Thread (PLM, MBSE, DT)']",,"['EthonAI', 'SPREAD']",Individual,2,,,
recI8Pex8euDKDKYQ,Andre Retterath,"['recGHV6f1YX5YrTQI', 'recL43YEluUQiUjKs']","['Factory Futures (MES, IIOT)', 'Cognitive Thread (PLM, MBSE, DT)']",,"['EthonAI', 'CELUS']",Individual,2,,,
recR19NPYnEK0jeR5,Madrona,"['recE3ZGorOkcN8IHK', 'recjtb0uz9MTyuK0I']","['Augmented Operations (MOM, CMMS, AR/VR, SLM)', 'Design Intelligence (CAD)']",,"['Uptake', 'Zoo']",Institutional Investors,2,,,
recVNjAt8Vl0CO4xi,Alexis Ohanian,"['recDMBQvsiItc5sMu', 'recI2fwxWSPbBTVQZ']","['Extreme Analysis (CAE, CFD, FEA, QC)', 'Extreme Analysis (CAE, CFD, FEA, QC)']",,"['Boltline', 'Rescale']",Individual,2,,,
recgOKJjcyS7eX2co,Breakthrough Energy Ventures,"['recDMBQvsiItc5sMu', 'recizUovXfTjYfsqS']","['Extreme Analysis (CAE, CFD, FEA, QC)', 'Factory Futures (MES, IIOT)']",,"['Boltline', 'Guidewheel']",VC Fund,2,,,
recglsOnjiGPyIHxr,Canada Pension Plan Investment Board (CPP Investments),"['recF3gi4Tl5wsPh7K', 'recVy9LhoGyNIYsAO']","['Factory Futures (MES, IIOT)', 'Augmented Operations (MOM, CMMS, AR/VR, SLM)']",,"['Covariant (acquired by Amazon Robotics in 2024)', 'LandingAI']",Institutional Investors,2,,,
reckeOiWuVmEklD1v,Stratasys,"['recG0V8gg3wGEf4mV', 'reczWRVSvY4MYVXdr']","['Adaptive Manufacturing (AM, CAM, CNC)', 'Design Intelligence (CAD)']",,"['Desktop Metal (acquired by Nano Dimension in 2025)', 'Axial3D']",Institutional Investors,2,,,
recnWqQ7ezFF37Tjy,Jeff Dean,"['recF3gi4Tl5wsPh7K', 'recmqKqvPHtbFmdwh']","['Factory Futures (MES, IIOT)', 'Design Intelligence (CAD)']",,"['Covariant (acquired by Amazon Robotics in 2024)', 'P-1 AI']",Individual,2,,,
recr3WwQnhDhLMpmz,Pascal Unger,"['recEChOxMOcKiVfDH', 'recqL8SeR544BDj5H']","['Augmented Operations (MOM, CMMS, AR/VR, SLM)', 'Design Intelligence (CAD)']",,"['Geminus.ai', 'Drafter']",Individual,2,,,
recrqn0QCv1JNBNtp,Global Founders Capital,"['recDMBQvsiItc5sMu', 'recUCufNmXDZ8twMh']","['Extreme Analysis (CAE, CFD, FEA, QC)', 'SW+HW=Innovation (Robotics, Drones)']",,"['Boltline', 'Convai']",Institutional Investors,2,,,
rec0xANP4uRXaQaXt,DMG MORI,"['recGoyQ9xfjzQTH4a', 'recZK3fivwA0tQ0o1']","['Factory Futures (MES, IIOT)', 'Adaptive Manufacturing (AM, CAM, CNC)']",,"['Tulip Interfaces', 'up2parts GmbH']",Individual,2,,,
rec1N3BiWzVzJkuyP,Peter Bordes,"['recI2fwxWSPbBTVQZ', 'recS7EiBi50k6R3ZB']","['Extreme Analysis (CAE, CFD, FEA, QC)', 'SW+HW=Innovation (Robotics, Drones)']",,"['Rescale', 'Machina Labs']",Individual,2,,,
recDNFW8FOypacny8,Microsoft,"['recI2fwxWSPbBTVQZ', 'recYo1lWfrlr1SZ7X']","['Extreme Analysis (CAE, CFD, FEA, QC)', 'SW+HW=Innovation (Robotics, Drones)']",,"['Rescale', 'Bright Machines']",Institutional Investors,2,,,
recHMETMjQHu3fKVc,Yuri Milner,"['recI2fwxWSPbBTVQZ', 'rectuKApvYcNtWZHa']","['Extreme Analysis (CAE, CFD, FEA, QC)', 'Factory Futures (MES, IIOT)']",,"['Rescale', 'Carbon']",Individual,2,,,
recIqwHVhPO4rbS7f,AlleyCorp,"['recHmtYpCHSxzL1Us', 'recZ86YHSbyTc91Fk']","['SW+HW=Innovation (Robotics, Drones)', 'SW+HW=Innovation (Robotics, Drones)']",,"['Glacier', 'AON3D']",Institutional Investors,2,,,
recLBwbC2nQyX1j09,UpHonest Capital,"['recI2fwxWSPbBTVQZ', 'recJDuSxArWpKKgIP']","['Extreme Analysis (CAE, CFD, FEA, QC)', 'SW+HW=Innovation (Robotics, Drones)']",,"['Rescale', 'Charge Robotics']",Institutional Investors,2,,,
recQBQdhGMTZh1LAm,Quiet Capital,"['recI2fwxWSPbBTVQZ', 'recVqn8f7uNVGdq6l']","['Extreme Analysis (CAE, CFD, FEA, QC)', 'Factory Futures (MES, IIOT)']",,"['Rescale', 'BaseTwo']",Institutional Investors,2,,,
recQjkFVlMZoupp8U,Eurazeo,"['recKSy56EkCsVlWk5', 'rec8lkGYzuyV499Q5']","['Bleeding Edge BIM (AEC/BIM)', 'Bleeding Edge BIM (AEC/BIM)']",,"['Swapp', 'SWAPP']",Institutional Investors,2,,,
recQtltqO0hFY9AqZ,Backed VC,"['recKn3ULj44D3i5Cz', 'recaw4HjtF9XdTUlV']","['Cognitive Thread (PLM, MBSE, DT)', 'Adaptive Manufacturing (AM, CAM, CNC)']",,"['Flow Engineering', 'CloudNC']",Individual,2,,,
recRbZm1eNQdHKaNR,Tishman Speyer,"['recJfn3i1mXRpsOYd', 'rec36OMqo17WrNLRZ']","['Bleeding Edge BIM (AEC/BIM)', 'Bleeding Edge BIM (AEC/BIM)']",,"['XYZ Reality', 'BobYard']",Individual,2,,,
recZEu0GmKIEAr7PM,Asahi Kasei Corporate Venture Capital,"['recH1QeSuLuNioBVb', 'rec46xGNtqh5GIbQa']","['Factory Futures (MES, IIOT)', 'Factory Futures (MES, IIOT)']",,"['Sight Machine', 'Castor (filed for bankruptcy in 2025)']",VC Fund,2,,,
recdzXFhMlRfvBWnh,Entrée Capital,"['recKSy56EkCsVlWk5', 'rec8lkGYzuyV499Q5']","['Bleeding Edge BIM (AEC/BIM)', 'Bleeding Edge BIM (AEC/BIM)']",,"['Swapp', 'SWAPP']",Institutional Investors,2,,,
receScFV6i74VoNB9,Keen Venture Partners,"['recI2fwxWSPbBTVQZ', 'recsvQuRdLb8R9t4n']","['Extreme Analysis (CAE, CFD, FEA, QC)', 'Factory Futures (MES, IIOT)']",,"['Rescale', 'Azumuta']",VC Fund,2,,,
recgtAXarZRJTk0T4,Two Roads Group,"['recH1QeSuLuNioBVb', 'recI2fwxWSPbBTVQZ']","['Factory Futures (MES, IIOT)', 'Extreme Analysis (CAE, CFD, FEA, QC)']",,"['Sight Machine', 'Rescale']",Individual,2,,,
rechY2n1GSmasIKrp,SV Angel,"['recI2fwxWSPbBTVQZ', 'recZ86YHSbyTc91Fk']","['Extreme Analysis (CAE, CFD, FEA, QC)', 'SW+HW=Innovation (Robotics, Drones)']",,"['Rescale', 'AON3D']",Angel,2,,,
reckQlCzq8FsJFOep,Activum SG,"['recJfn3i1mXRpsOYd', 'recKSy56EkCsVlWk5']","['Bleeding Edge BIM (AEC/BIM)', 'Bleeding Edge BIM (AEC/BIM)']",,"['XYZ Reality', 'Swapp']",Individual,2,,,
reckc07UpqjPVkiRW,KfW,"['recI8NXqAAZguDIaT', 'recnlp0KFiaDHUxsT']","['Extreme Analysis (CAE, CFD, FEA, QC)', 'Adaptive Manufacturing (AM, CAM, CNC)']",,"['Synera', 'trinckle 3D Gmbh']",Institutional Investors,2,,,
recnNZdQ6tis11pjE,Peter Thiel,"['recI2fwxWSPbBTVQZ', 'recospNJaBlydZGEw']","['Extreme Analysis (CAE, CFD, FEA, QC)', 'Cognitive Thread (PLM, MBSE, DT)']",,"['Rescale', 'Rollup']",Individual,2,,,
recqpFiBnXXbFTKZU,Adara Ventures,"['recJfn3i1mXRpsOYd', 'recieicyglstK4pRc']","['Bleeding Edge BIM (AEC/BIM)', 'Cognitive Thread (PLM, MBSE, DT)']",,"['XYZ Reality', 'Visure Solutions']",VC Fund,2,,,
recsNWoQctgA4sHvg,Samsung Catalyst Fund,"['recI2fwxWSPbBTVQZ', 'recVy9LhoGyNIYsAO']","['Extreme Analysis (CAE, CFD, FEA, QC)', 'Augmented Operations (MOM, CMMS, AR/VR, SLM)']",,"['Rescale', 'LandingAI']",Institutional Investors,2,,,
recy7Z2PlCdcsyAlI,SineWave Ventures,"['recI2fwxWSPbBTVQZ', 'recZ86YHSbyTc91Fk']","['Extreme Analysis (CAE, CFD, FEA, QC)', 'SW+HW=Innovation (Robotics, Drones)']",,"['Rescale', 'AON3D']",VC Fund,2,,,
rec1maZQ2QrcMp2qM,Rethink Impact,"['recPPOzMr1dAojMoq', 'recizUovXfTjYfsqS']","['Cognitive Thread (PLM, MBSE, DT)', 'Factory Futures (MES, IIOT)']",,"['Allspice.io', 'Guidewheel']",Individual,2,,,
rec6R6vx9HKt7ZAjA,Fortino,"['recLUY2U34akfaLna', 'recCfan9HRU5Cl1Z3']","['Streamlined Supply Chain (SCM)', 'Augmented Operations (MOM, CMMS, AR/VR, SLM)']",,"['Flowlity', 'Tanso']",Institutional Investors,2,,,
recG8HNhqn5XSpYiq,Origin Ventures,"['recMTewdnv14V4xxC', 'recPGYclmE6h29uY8']","['Augmented Operations (MOM, CMMS, AR/VR, SLM)', 'Streamlined Supply Chain (SCM)']",,"['ControlRooms.ai', 'Silkline']",VC Fund,2,,,
recGtHQIpB26HzAEi,Cota Capital,"['recM90ZDwemYnmoTf', 'rec7yNihtGZQeUeT2']","['Adaptive Manufacturing (AM, CAM, CNC)', 'Factory Futures (MES, IIOT)']",,"['Dyndrite', 'FlowFuse']",Institutional Investors,2,,,
recTCheHQeMzr4sv6,OurCrowd,"['recNM69VGQYACPQ7X', 'recfaUqVhL0xQCWuC']","['Extreme Analysis (CAE, CFD, FEA, QC)', 'Design Intelligence (CAD)']",,"['MaterialsZone', 'Leo AI']",Institutional Investors,2,,,
