id,Name (Institution or Individual),Startups,Investment Lists,LinkedIn Profile,Company (from Associated Startups),Investor Type,Startup Count,Contacts,Name (from Contacts),Notes
recy0ElWwWC0FuM9p,Lars Fjeldsøe‑Nielsen,['recL43YEluUQiUjKs'],"['Cognitive Thread (PLM, MBSE, DT)']",,['CELUS'],Individual,1,,,
reczBCpi6he0P0KYb,IT‑Farm,['recNHMUKBX1nbYoBr'],"['Knowledge Engineering (R&D, Learning)']",,"['TopoLogic, Inc']",Institutional Investors,1,,,
reczKB8TDug6ILvpP,University of Nottingham partnership,['recOIFJQqwBMz02qx'],"['Factory Futures (MES, IIOT)']",,['MatAlytics'],Institutional Investors,1,,,
reczmfjW6blIt5B6M,Jeff Horing,['recLcHLI6ctm2EU6C'],['Bleeding Edge BIM (AEC/BIM)'],,['GreenLite'],Individual,1,,,
rec0LcDowkmuSqwVg,Source Code Capital,['recVE5W6nsf7RqHqK'],"['SW+HW=Innovation (Robotics, Drones)']",,['Mech-Mind Robotics'],Institutional Investors,1,,,
rec2Hc3L1mPrQcKjZ,Walsin Lihwa,['recVy9LhoGyNIYsAO'],"['Augmented Operations (MOM, CMMS, AR/VR, SLM)']",,['LandingAI'],Individual,1,,,
rec2iRI55nUZxSIes,GAIL (Gas Authority of India Limited),['recS8MoNV9cbjkfJq'],"['SW+HW=Innovation (Robotics, Drones)']",,['Addverb (acquired by Reliance Retail Ventures Ltd in 2022)'],Institutional Investors,1,,,
rec36HgOXKTNRFKyE,OCE,['recURcAFYawCUAkDO'],"['SW+HW=Innovation (Robotics, Drones)']",,['MosaicMFG'],Institutional Investors,1,,,
rec3MuVxCtO4bKhtL,Overview Capital,['recUKS2KAJqrCB4zk'],['Design Intelligence (CAD)'],,['Reynko'],Institutional Investors,1,,,
rec3Qz5sxaRHRoB8v,Flat6Labs,['recVFr3ofOgSo0Maf'],"['Adaptive Manufacturing (AM, CAM, CNC)']",,['SeekMake'],Institutional Investors,1,,,
rec4I5QLTHcGmFRHI,Dov Moran,['recVVR4ECULirZ3nG'],"['Adaptive Manufacturing (AM, CAM, CNC)']",,['LimitlessCNC'],Individual,1,,,
rec4ND86HFmjOfdwF,Matt Blodgett,['recXZJPY5pSC8Lq2x'],"['Knowledge Engineering (R&D, Learning)']",,['Parallel Fluidics'],Individual,1,,,
rec4sefIpIMx8f9Mi,QBIT Capital,['recWKfTPM9oZtZJDn'],"['Adaptive Manufacturing (AM, CAM, CNC)']",,['Manukai'],Institutional Investors,1,,,
rec57MpczaXOVcIHu,Lafayette Group,['recVFr3ofOgSo0Maf'],"['Adaptive Manufacturing (AM, CAM, CNC)']",,['SeekMake'],Individual,1,,,
rec596J5izd9xAsC7,SignalRank,['recS7EiBi50k6R3ZB'],"['SW+HW=Innovation (Robotics, Drones)']",,['Machina Labs'],Institutional Investors,1,,,
rec5U6Ab4zVAP3aDQ,Peter Lee,['recS7EiBi50k6R3ZB'],"['SW+HW=Innovation (Robotics, Drones)']",,['Machina Labs'],Individual,1,,,
rec5lYaXX4oJt4YJo,Jalaj Dani,['recS8MoNV9cbjkfJq'],"['SW+HW=Innovation (Robotics, Drones)']",,['Addverb (acquired by Reliance Retail Ventures Ltd in 2022)'],Individual,1,,,
rec5r9dHO8qNYGnQy,J2 Ventures,['recXZJPY5pSC8Lq2x'],"['Knowledge Engineering (R&D, Learning)']",,['Parallel Fluidics'],VC Fund,1,,,
rec6GDkuVDRm8A9WR,Deloitte Ventures,['recVqn8f7uNVGdq6l'],"['Factory Futures (MES, IIOT)']",,['BaseTwo'],VC Fund,1,,,
rec6YV2y6r3jLBday,Bosch Ventures,['recWwgNKFTLztkKlf'],"['Factory Futures (MES, IIOT)']",,['Pico MES'],VC Fund,1,,,
rec6cJvnJ3VHmyIWJ,Caroline Oberg,['recWlsfk4NFkADxhz'],"['Factory Futures (MES, IIOT)']",,['HighByte'],Individual,1,,,
rec6gAo6bhhFEqaHn,National Aeronautics and Space Administration (NASA),['recUBVrVX9YykFDiq'],"['Extreme Analysis (CAE, CFD, FEA, QC)']",,['Intact Solutions'],Institutional Investors,1,,,
rec6noDPYuccw2k72,HSG,['recRosbPrcxJNsPFd'],"['Factory Futures (MES, IIOT)']",,['TDEngine'],Institutional Investors,1,,,
rec7tqCqHTjFq6yK0,Rebellion Games,['recVBqaNkXtojSij5'],['Bleeding Edge BIM (AEC/BIM)'],,['Kaedim'],Individual,1,,,
rec7vapNG8nyMdSOF,Teik Guan Tan,['recY1w35R3PXfXsjm'],"['Extreme Analysis (CAE, CFD, FEA, QC)']",,['Phasio'],Individual,1,,,
rec7wx1xuJajm0Ir5,Nebular,['recU4GQXc6B9r4z4w'],"['Cognitive Thread (PLM, MBSE, DT)']",,['trace.space'],Institutional Investors,1,,,
rec8g75YmnjBPc5ol,Union Labs,['recWwgNKFTLztkKlf'],"['Factory Futures (MES, IIOT)']",,['Pico MES'],Individual,1,,,
rec8oA7DbVq6K4OLW,Freycinet Ventures,['recURcAFYawCUAkDO'],"['SW+HW=Innovation (Robotics, Drones)']",,['MosaicMFG'],VC Fund,1,,,
rec8pkIXP9xuxSTs6,Day One Ventures,['recUKS2KAJqrCB4zk'],['Design Intelligence (CAD)'],,['Reynko'],VC Fund,1,,,
rec9SGUTGG6lU6R6q,AVP (Axa Venture Partners),['recVqn8f7uNVGdq6l'],"['Factory Futures (MES, IIOT)']",,['BaseTwo'],VC Fund,1,,,
rec9qSKauBOQcEcJD,Anzu Partners,['recWIfUxcXUE7K43n'],"['Extreme Analysis (CAE, CFD, FEA, QC)']",,['NavierAI'],Institutional Investors,1,,,
rec9x1Xx3jCd4mGQJ,Scott Gelb,['recVBqaNkXtojSij5'],['Bleeding Edge BIM (AEC/BIM)'],,['Kaedim'],Individual,1,,,
recAK6uz649RzPq6b,French Tech Toulouse,['recV56brqTfwXgXWK'],"['Cognitive Thread (PLM, MBSE, DT)']",,['Guaeca'],Individual,1,,,
recB97zCdvBKS8FyV,Siqi Chen,['recVBqaNkXtojSij5'],['Bleeding Edge BIM (AEC/BIM)'],,['Kaedim'],Individual,1,,,
recBBHnvQysP1U1Es,founders of Airtable,['recSVLREj85ksFafe'],['Design Intelligence (CAD)'],,['camfer'],Institutional Investors,1,,,
recBVzwLrgNIgRZBy,Justin Kan,['recX8LzxoDPvh3Ul9'],"['SW+HW=Innovation (Robotics, Drones)']",,['Built Robotics'],Individual,1,,,
recC1cPynpzYVye14,Adam Winkel,['recXm8Un0Soh6OLH1'],"['Extreme Analysis (CAE, CFD, FEA, QC)']",,"['Nullspace, Inc']",Individual,1,,,
recC1oa5DLKOHtdTp,David Peterson,['recX8LzxoDPvh3Ul9'],"['SW+HW=Innovation (Robotics, Drones)']",,['Built Robotics'],Individual,1,,,
recCR75TTo1yy2fDz,Eden Chen,['recVBqaNkXtojSij5'],['Bleeding Edge BIM (AEC/BIM)'],,['Kaedim'],Individual,1,,,
recCfkyInPstrYCav,Reliance Industries,['recS8MoNV9cbjkfJq'],"['SW+HW=Innovation (Robotics, Drones)']",,['Addverb (acquired by Reliance Retail Ventures Ltd in 2022)'],Individual,1,,,
recCv75pUtawZ0iDd,Matt Berger,['recXm8Un0Soh6OLH1'],"['Extreme Analysis (CAE, CFD, FEA, QC)']",,"['Nullspace, Inc']",Individual,1,,,
recCvQicgJNI1lBpd,MaRS,['recURcAFYawCUAkDO'],"['SW+HW=Innovation (Robotics, Drones)']",,['MosaicMFG'],Institutional Investors,1,,,
recDYqJxuqDO7pJpr,Seth Lawry,['recWlsfk4NFkADxhz'],"['Factory Futures (MES, IIOT)']",,['HighByte'],Individual,1,,,
recDfB4al5S4fJy8g,Sean Dalton,['recXZJPY5pSC8Lq2x'],"['Knowledge Engineering (R&D, Learning)']",,['Parallel Fluidics'],Individual,1,,,
recDtrSW464uqKh6K,U.S. Department of Commerce,['recUBVrVX9YykFDiq'],"['Extreme Analysis (CAE, CFD, FEA, QC)']",,['Intact Solutions'],Institutional Investors,1,,,
recDupId7FZpGnqWW,University of Nevada,['recXEBRKiIplMHT2E'],['Bleeding Edge BIM (AEC/BIM)'],,['AeroAI'],Institutional Investors,1,,,
recEeVxgRMC2wH9Yc,Piva Capital,['recRtWQzDsbczClOl'],"['SW+HW=Innovation (Robotics, Drones)']",,['Alloy Enterprises'],Institutional Investors,1,,,
recFjI9ADROry2IhH,founders of Dropbox,['recSVLREj85ksFafe'],['Design Intelligence (CAD)'],,['camfer'],Institutional Investors,1,,,
recGDaeXYAp4oJ9fF,Daren Cotter,['recXZJPY5pSC8Lq2x'],"['Knowledge Engineering (R&D, Learning)']",,['Parallel Fluidics'],Individual,1,,,
recGEVJDYmA1HOrwl,Praxis,['recXZJPY5pSC8Lq2x'],"['Knowledge Engineering (R&D, Learning)']",,['Parallel Fluidics'],Institutional Investors,1,,,
recGl1E8gzyivkx0p,IRAP,['recURcAFYawCUAkDO'],"['SW+HW=Innovation (Robotics, Drones)']",,['MosaicMFG'],Institutional Investors,1,,,
recI4Ww6fjKc6AzFb,Global Brain Ventures,['recVqn8f7uNVGdq6l'],"['Factory Futures (MES, IIOT)']",,['BaseTwo'],VC Fund,1,,,
recIM7ifcbr8o7l02,Georges Khneysser,['recWKfTPM9oZtZJDn'],"['Adaptive Manufacturing (AM, CAM, CNC)']",,['Manukai'],Individual,1,,,
recIg6587R5MMINar,Third Sphere,['recUKS2KAJqrCB4zk'],['Design Intelligence (CAD)'],,['Reynko'],Individual,1,,,
recIum7iMrBs5Kykl,Cavalry Ventures,['recY5fsh3fqYPfjxf'],"['Cognitive Thread (PLM, MBSE, DT)']",,['SPREAD'],VC Fund,1,,,
recJ06FLKN2HYeQym,Airtree Ventures,['recY1w35R3PXfXsjm'],"['Extreme Analysis (CAE, CFD, FEA, QC)']",,['Phasio'],VC Fund,1,,,
recJ7C7Z4QtZguvLn,Cindy Lawry,['recWlsfk4NFkADxhz'],"['Factory Futures (MES, IIOT)']",,['HighByte'],Individual,1,,,
recJgOhavNB3PW3BZ,Icon Ventures,['recWZxiMHsbcRa0bH'],"['Cognitive Thread (PLM, MBSE, DT)']",,['Istari Digital'],VC Fund,1,,,
recKA8F8CTFv0q0ux,Reliance Retail,['recS8MoNV9cbjkfJq'],"['SW+HW=Innovation (Robotics, Drones)']",,['Addverb (acquired by Reliance Retail Ventures Ltd in 2022)'],Individual,1,,,
recKPhW9QL3uGzeTV,Polymath Company,['recVFr3ofOgSo0Maf'],"['Adaptive Manufacturing (AM, CAM, CNC)']",,['SeekMake'],Institutional Investors,1,,,
recKn2vuncHLbEuej,James Cameron,['recY1w35R3PXfXsjm'],"['Extreme Analysis (CAE, CFD, FEA, QC)']",,['Phasio'],Individual,1,,,
recKuR8W0plm6exFo,IDG Capital,['recVE5W6nsf7RqHqK'],"['SW+HW=Innovation (Robotics, Drones)']",,['Mech-Mind Robotics'],Institutional Investors,1,,,
recMsRPtQtsOzEnYg,Mohamed Siddeek,['recS7EiBi50k6R3ZB'],"['SW+HW=Innovation (Robotics, Drones)']",,['Machina Labs'],Individual,1,,,
recMxD7qQuOI9JcDj,Venture Lab,['recURcAFYawCUAkDO'],"['SW+HW=Innovation (Robotics, Drones)']",,['MosaicMFG'],VC Fund,1,,,
recN721O16Yc1vGnn,Gattaca Ventures,['recY1w35R3PXfXsjm'],"['Extreme Analysis (CAE, CFD, FEA, QC)']",,['Phasio'],VC Fund,1,,,
recOIEWK1IQcUgxnx,Meituan,['recVE5W6nsf7RqHqK'],"['SW+HW=Innovation (Robotics, Drones)']",,['Mech-Mind Robotics'],Institutional Investors,1,,,
recOVs0GJrK8vWVxS,Corson Ellis,['recWlsfk4NFkADxhz'],"['Factory Futures (MES, IIOT)']",,['HighByte'],Individual,1,,,
recPERWAHn2AiC1oQ,NEA,['recX8LzxoDPvh3Ul9'],"['SW+HW=Innovation (Robotics, Drones)']",,['Built Robotics'],Institutional Investors,1,,,
recPiPXPtKk1juuUA,Nubbo incubateur,['recV56brqTfwXgXWK'],"['Cognitive Thread (PLM, MBSE, DT)']",,['Guaeca'],Institutional Investors,1,,,
recQdUfSXzCW99GeI,MaRS IAF,['recVqn8f7uNVGdq6l'],"['Factory Futures (MES, IIOT)']",,['BaseTwo'],Individual,1,,,
recRJeLa44pFEe7ZO,Snowflake Ventures,['recVy9LhoGyNIYsAO'],"['Augmented Operations (MOM, CMMS, AR/VR, SLM)']",,['LandingAI'],VC Fund,1,,,
recRP85x8Aq8umtw4,French Fab label,['recTf2tMWWzMK3k23'],"['Factory Futures (MES, IIOT)']",,['ALFI Technologies'],Institutional Investors,1,,,
recRUbayyP1wfSDJM,SOAN,['recURcAFYawCUAkDO'],"['SW+HW=Innovation (Robotics, Drones)']",,['MosaicMFG'],Institutional Investors,1,,,
recRYodg3MFcac7im,Maine Technology Institute,['recWlsfk4NFkADxhz'],"['Factory Futures (MES, IIOT)']",,['HighByte'],Individual,1,,,
recRb0gJxovg7yjf6,Saturnin Pugnet,['recS7EiBi50k6R3ZB'],"['SW+HW=Innovation (Robotics, Drones)']",,['Machina Labs'],Individual,1,,,
recRwpaGXAz08ujWX,Pareto Holdings,['recVqn8f7uNVGdq6l'],"['Factory Futures (MES, IIOT)']",,['BaseTwo'],Institutional Investors,1,,,
recRx9liqeR5TT41T,The Innovation Center (Cockrell School of Engineering,['recSOnYluBpqdLBZF'],['Design Intelligence (CAD)'],,['nVariate'],Institutional Investors,1,,,
recSkS0m1i7IONoH3,Lior Handelsman,['recVVR4ECULirZ3nG'],"['Adaptive Manufacturing (AM, CAM, CNC)']",,['LimitlessCNC'],Individual,1,,,
recT4vGwbLn08m20O,McRock Capital,['recVy9LhoGyNIYsAO'],"['Augmented Operations (MOM, CMMS, AR/VR, SLM)']",,['LandingAI'],Institutional Investors,1,,,
recT6x6pWSeOs4HGQ,Nirmesh Patel,['recUKS2KAJqrCB4zk'],['Design Intelligence (CAD)'],,['Reynko'],Individual,1,,,
recTF5JNbtmNsx3Hq,Ryan Peterson,['recX8LzxoDPvh3Ul9'],"['SW+HW=Innovation (Robotics, Drones)']",,['Built Robotics'],Individual,1,,,
recTGl48LdmSzXvJE,CEI Ventures,['recWlsfk4NFkADxhz'],"['Factory Futures (MES, IIOT)']",,['HighByte'],VC Fund,1,,,
recTb997opR8DyJk2,Maine Venture Fund,['recWlsfk4NFkADxhz'],"['Factory Futures (MES, IIOT)']",,['HighByte'],VC Fund,1,,,
recVAubW1AIuKRVia,Outlast Fund,['recU4GQXc6B9r4z4w'],"['Cognitive Thread (PLM, MBSE, DT)']",,['trace.space'],Institutional Investors,1,,,
recVbQ3liwzKJT3Pn,Soren Oberg,['recWlsfk4NFkADxhz'],"['Factory Futures (MES, IIOT)']",,['HighByte'],Individual,1,,,
recW0B9Lk0F0CbF9V,NGen,['recURcAFYawCUAkDO'],"['SW+HW=Innovation (Robotics, Drones)']",,['MosaicMFG'],Institutional Investors,1,,,
recW41SuvITGdWAKI,Maria Thomas,['recX8LzxoDPvh3Ul9'],"['SW+HW=Innovation (Robotics, Drones)']",,['Built Robotics'],Individual,1,,,
recWiLbamFN5BydBn,Matt Robinson,['recVBqaNkXtojSij5'],['Bleeding Edge BIM (AEC/BIM)'],,['Kaedim'],Individual,1,,,
recWxBeOa4do4KmMZ,Unless,['recRtWQzDsbczClOl'],"['SW+HW=Innovation (Robotics, Drones)']",,['Alloy Enterprises'],Institutional Investors,1,,,
recX5Z5nhgAFFDf2y,Fathom Fund,['recXm8Un0Soh6OLH1'],"['Extreme Analysis (CAE, CFD, FEA, QC)']",,"['Nullspace, Inc']",Institutional Investors,1,,,
recY679FSnwBacVK9,Argon Ventures,['recVqn8f7uNVGdq6l'],"['Factory Futures (MES, IIOT)']",,['BaseTwo'],VC Fund,1,,,
recYbeLXHpHKDk06R,Eric Sellman,['recX8LzxoDPvh3Ul9'],"['SW+HW=Innovation (Robotics, Drones)']",,['Built Robotics'],Individual,1,,,
reca2caJFXUeFOPsy,Nevada Partners,['recXEBRKiIplMHT2E'],['Bleeding Edge BIM (AEC/BIM)'],,['AeroAI'],Institutional Investors,1,,,
recaFkqOFtHttifT2,Defense Advanced Research Projects Agency (DARPA),['recUBVrVX9YykFDiq'],"['Extreme Analysis (CAE, CFD, FEA, QC)']",,['Intact Solutions'],Institutional Investors,1,,,
recaS6HOsSQooj5xV,Squadra Ventures,['recRwDJwYwaNfdNY9'],"['Cognitive Thread (PLM, MBSE, DT)']",,['SysGit'],VC Fund,1,,,
recalohVHE7AhYWrx,Floating Point Ventures,['recXnPYUVun4MOI0k'],['Streamlined Supply Chain (SCM)'],,['CoFactr'],VC Fund,1,,,
recbJAP3YTCgZ9lDf,Golden Seeds,['recXm8Un0Soh6OLH1'],"['Extreme Analysis (CAE, CFD, FEA, QC)']",,"['Nullspace, Inc']",Individual,1,,,
reccC15890GrhUdMr,Vishal Harnal,['recY1w35R3PXfXsjm'],"['Extreme Analysis (CAE, CFD, FEA, QC)']",,['Phasio'],Individual,1,,,
reccN744KKeKMNddE,Qiming Venture Partners,['recVE5W6nsf7RqHqK'],"['SW+HW=Innovation (Robotics, Drones)']",,['Mech-Mind Robotics'],VC Fund,1,,,
rece0GUdqNQLc4FzZ,Larry Lukis,['recXZJPY5pSC8Lq2x'],"['Knowledge Engineering (R&D, Learning)']",,['Parallel Fluidics'],Individual,1,,,
receC5SqiPEKjYeHc,Chris Kingsley,['recVBqaNkXtojSij5'],['Bleeding Edge BIM (AEC/BIM)'],,['Kaedim'],Individual,1,,,
receMTSDd5EHHFriz,IERUS Technologies,['recXm8Un0Soh6OLH1'],"['Extreme Analysis (CAE, CFD, FEA, QC)']",,"['Nullspace, Inc']",Individual,1,,,
receT9jYOEizs3yVF,Wecubex,['recVFr3ofOgSo0Maf'],"['Adaptive Manufacturing (AM, CAM, CNC)']",,['SeekMake'],Institutional Investors,1,,,
receh4HKIPYZ3aYEJ,CEAS Investments,['recVqn8f7uNVGdq6l'],"['Factory Futures (MES, IIOT)']",,['BaseTwo'],Institutional Investors,1,,,
recf3YlgPIc6OZq1t,Sterling Snow,['recVBqaNkXtojSij5'],['Bleeding Edge BIM (AEC/BIM)'],,['Kaedim'],Individual,1,,,
recfmJbn0lLQsiEF0,Brett Austin,['recWlsfk4NFkADxhz'],"['Factory Futures (MES, IIOT)']",,['HighByte'],Individual,1,,,
recgC4yH9le48yLpW,Sebastian Borek,['recY5fsh3fqYPfjxf'],"['Cognitive Thread (PLM, MBSE, DT)']",,['SPREAD'],Individual,1,,,
rech1jK3KSTE1fje4,Bantam Group,['recXZJPY5pSC8Lq2x'],"['Knowledge Engineering (R&D, Learning)']",,['Parallel Fluidics'],Individual,1,,,
rechKEaa6krkNSs0Z,Drone Grantology,['recXEBRKiIplMHT2E'],['Bleeding Edge BIM (AEC/BIM)'],,['AeroAI'],Institutional Investors,1,,,
reci8gyyDnFN2GzeZ,Wonder Ventures,['recRwDJwYwaNfdNY9'],"['Cognitive Thread (PLM, MBSE, DT)']",,['SysGit'],VC Fund,1,,,
recie7ozjtthlI2NP,Aero X Ventures,['recWZxiMHsbcRa0bH'],"['Cognitive Thread (PLM, MBSE, DT)']",,['Istari Digital'],VC Fund,1,,,
reckAzf8a1XTVUoUA,Jane Walerud,['recVBqaNkXtojSij5'],['Bleeding Edge BIM (AEC/BIM)'],,['Kaedim'],Individual,1,,,
reckLXgAmqgMSmhTR,Michael Sorkin,['recY1w35R3PXfXsjm'],"['Extreme Analysis (CAE, CFD, FEA, QC)']",,['Phasio'],Individual,1,,,
recl3ivYV2pb7XTuV,Mandeep Singh,['recVBqaNkXtojSij5'],['Bleeding Edge BIM (AEC/BIM)'],,['Kaedim'],Individual,1,,,
recmspMted3Glbimi,John McEleney,['recXZJPY5pSC8Lq2x'],"['Knowledge Engineering (R&D, Learning)']",,['Parallel Fluidics'],Individual,1,,,
recn9JpptJ9HOn6cj,W Youth Capital,['recRosbPrcxJNsPFd'],"['Factory Futures (MES, IIOT)']",,['TDEngine'],Institutional Investors,1,,,
recnGshWiKxDLPMEO,Idealist Capital,['recURcAFYawCUAkDO'],"['SW+HW=Innovation (Robotics, Drones)']",,['MosaicMFG'],Institutional Investors,1,,,
recnQoE7OL8sH6reT,Canada Makes,['recURcAFYawCUAkDO'],"['SW+HW=Innovation (Robotics, Drones)']",,['MosaicMFG'],Institutional Investors,1,,,
recnihwaBzNrF9Nxq,Qora71,['recVqn8f7uNVGdq6l'],"['Factory Futures (MES, IIOT)']",,['BaseTwo'],Institutional Investors,1,,,
recnkGByKxgZmJ8yM,National Institute of Standards and Technology (NIST),['recUBVrVX9YykFDiq'],"['Extreme Analysis (CAE, CFD, FEA, QC)']",,['Intact Solutions'],Institutional Investors,1,,,
recnkRpKRahN27I4t,DDQIC,['recURcAFYawCUAkDO'],"['SW+HW=Innovation (Robotics, Drones)']",,['MosaicMFG'],Institutional Investors,1,,,
recoN23oxY6VqFj09,Chiyoda Corporation,['recVqn8f7uNVGdq6l'],"['Factory Futures (MES, IIOT)']",,['BaseTwo'],Institutional Investors,1,,,
recodcGUEv5esss6N,Embark Ventures,['recS7EiBi50k6R3ZB'],"['SW+HW=Innovation (Robotics, Drones)']",,['Machina Labs'],VC Fund,1,,,
recoeHGmJVJmW5QS9,NAP,['recY5fsh3fqYPfjxf'],"['Cognitive Thread (PLM, MBSE, DT)']",,['SPREAD'],Institutional Investors,1,,,
recojZD4fCpOU7Zfm,Aurelia Foundry,['recRwDJwYwaNfdNY9'],"['Cognitive Thread (PLM, MBSE, DT)']",,['SysGit'],Individual,1,,,
recpHn99txfJ45InF,Wenqing Capital,['recRosbPrcxJNsPFd'],"['Factory Futures (MES, IIOT)']",,['TDEngine'],Institutional Investors,1,,,
recpaBOeZkYmWM0Mk,Iron Prairie,['recRwDJwYwaNfdNY9'],"['Cognitive Thread (PLM, MBSE, DT)']",,['SysGit'],Individual,1,,,
recpoZ7MfLb30CYJZ,founders of Clari,['recSVLREj85ksFafe'],['Design Intelligence (CAD)'],,['camfer'],Institutional Investors,1,,,
recpqjyBEKae0b1Nh,Footprint Coalition (Robert Downey Jr.'s Footprint Coalition),['recRtWQzDsbczClOl'],"['SW+HW=Innovation (Robotics, Drones)']",,['Alloy Enterprises'],Institutional Investors,1,,,
recqNS8LoeJn1J6kP,Till Reuter,['recY5fsh3fqYPfjxf'],"['Cognitive Thread (PLM, MBSE, DT)']",,['SPREAD'],Individual,1,,,
recqXrkKeQNKdyluT,Pascal Stuerchler,['recWKfTPM9oZtZJDn'],"['Adaptive Manufacturing (AM, CAM, CNC)']",,['Manukai'],Individual,1,,,
recqi1fOpfYQpv9yF,Patrick Pichette,['recVBqaNkXtojSij5'],['Bleeding Edge BIM (AEC/BIM)'],,['Kaedim'],Individual,1,,,
recr9RxSsKXDDMxbF,Taihecap Capital,['recVE5W6nsf7RqHqK'],"['SW+HW=Innovation (Robotics, Drones)']",,['Mech-Mind Robotics'],Institutional Investors,1,,,
recrRjKDUogaiTurR,Graphite Ventures,['recVqn8f7uNVGdq6l'],"['Factory Futures (MES, IIOT)']",,['BaseTwo'],VC Fund,1,,,
recrtcc5yhHZsM9cs,Charlie/Charles Songhurst,['recY5fsh3fqYPfjxf'],"['Cognitive Thread (PLM, MBSE, DT)']",,['SPREAD'],Individual,1,,,
recsAJx1XrE4lepol,Sam Smith-Eppsteiner,['recS7EiBi50k6R3ZB'],"['SW+HW=Innovation (Robotics, Drones)']",,['Machina Labs'],Individual,1,,,
recsFvtSmfMRVZv9i,Airtree Explorers,['recY1w35R3PXfXsjm'],"['Extreme Analysis (CAE, CFD, FEA, QC)']",,['Phasio'],Institutional Investors,1,,,
recsoprJfXJzGkOrY,BOOOM,['recY5fsh3fqYPfjxf'],"['Cognitive Thread (PLM, MBSE, DT)']",,['SPREAD'],Institutional Investors,1,,,
rect4YHkwbJlziuWY,Nate Mitchell,['recVBqaNkXtojSij5'],['Bleeding Edge BIM (AEC/BIM)'],,['Kaedim'],Individual,1,,,
rect758opLeaiQEBm,Speedrun,['recVQRAKLIEZV36mD'],"['Cognitive Thread (PLM, MBSE, DT)']",,['EverCurrent'],Institutional Investors,1,,,
rect97ZDbP0FXmTlF,Shimadzu Corporation,['recVqn8f7uNVGdq6l'],"['Factory Futures (MES, IIOT)']",,['BaseTwo'],Institutional Investors,1,,,
rectA1kQ3Wwj6Do5x,Tom Blomfield,['recVBqaNkXtojSij5'],['Bleeding Edge BIM (AEC/BIM)'],,['Kaedim'],Individual,1,,,
rectGDoGTUxpWAgxr,Trajectory Ventures,['recS7EiBi50k6R3ZB'],"['SW+HW=Innovation (Robotics, Drones)']",,['Machina Labs'],VC Fund,1,,,
rectX9ydi9HEmqv2L,N/A,['recS2rZN3zGwgXXl5'],"['Augmented Operations (MOM, CMMS, AR/VR, SLM)']",,['Optrix'],Institutional Investors,1,,,
recu1JKBP9PuRGJAk,SummitSpark Partners,['recXm8Un0Soh6OLH1'],"['Extreme Analysis (CAE, CFD, FEA, QC)']",,"['Nullspace, Inc']",Institutional Investors,1,,,
recuCRIoQX13z8XuM,Warrick Shanly,['recWIfUxcXUE7K43n'],"['Extreme Analysis (CAE, CFD, FEA, QC)']",,['NavierAI'],Individual,1,,,
recuOA4fmaLnwwVYy,National Institute of Standards and Technology (NIST) SBIR,['recSOnYluBpqdLBZF'],['Design Intelligence (CAD)'],,['nVariate'],Institutional Investors,1,,,
recw4wBHor94GmjF8,10 BOND,['recWIfUxcXUE7K43n'],"['Extreme Analysis (CAE, CFD, FEA, QC)']",,['NavierAI'],Institutional Investors,1,,,
recwHfatDCfd76Kn6,CTA,['recURcAFYawCUAkDO'],"['SW+HW=Innovation (Robotics, Drones)']",,['MosaicMFG'],Institutional Investors,1,,,
recwTMZh2YckBpPRf,Osarodion Victory Igbinobaro,['recXEBRKiIplMHT2E'],['Bleeding Edge BIM (AEC/BIM)'],,['AeroAI'],Individual,1,,,
recwVF64i3zXIIjLi,Fiedler Capital,['recU4GQXc6B9r4z4w'],"['Cognitive Thread (PLM, MBSE, DT)']",,['trace.space'],Institutional Investors,1,,,
recwcKg52D5lvzWxD,Lansdowne Partners Austria,['recWIgX4pRfjtmpgt'],"['Adaptive Manufacturing (AM, CAM, CNC)']",,['Generative Engineering'],Institutional Investors,1,,,
recx3FZBwzBbrmb4A,David Shapiro,['recS7EiBi50k6R3ZB'],"['SW+HW=Innovation (Robotics, Drones)']",,['Machina Labs'],Individual,1,,,
recx5Y7MPv6tPGu2N,Israeli government,['recValXCC0eAekqwS'],['Design Intelligence (CAD)'],,['CustoMED'],Institutional Investors,1,,,
recy8NsDPiBjcT0UH,Aardman Animations,['recVBqaNkXtojSij5'],['Bleeding Edge BIM (AEC/BIM)'],,['Kaedim'],Individual,1,,,
recy8YokX6FHI6mrw,MassMutual Catalyst Fund,['recRtWQzDsbczClOl'],"['SW+HW=Innovation (Robotics, Drones)']",,['Alloy Enterprises'],Institutional Investors,1,,,
reczSqb6sBeu8d3t2,Las Vegas (UNLV),['recXEBRKiIplMHT2E'],['Bleeding Edge BIM (AEC/BIM)'],,['AeroAI'],Institutional Investors,1,,,
recztvKVOgmkhVk5j,AI Fund,['recVy9LhoGyNIYsAO'],"['Augmented Operations (MOM, CMMS, AR/VR, SLM)']",,['LandingAI'],Institutional Investors,1,,,
rec15C7VAdej5uoEV,Bridge Bank,['recYkDpXJjVoomX7k'],"['Factory Futures (MES, IIOT)']",,['Divergent'],Institutional Investors,1,,,
rec1mda66w747VoSH,George Kaiser Family Foundation,['recZuAuPcc9iTA33Y'],['Bleeding Edge BIM (AEC/BIM)'],,['ConXtech'],Individual,1,,,
